locus_tag	ftype	length_bp	gene	EC_number	COG	product
LAGGGMOH_03342	CDS	1401				hypothetical protein
LAGGGMOH_03343	gene	1347	purB			
LAGGGMOH_03343	CDS	1347	purB	4.3.2.2		Adenylosuccinate lyase
LAGGGMOH_03344	gene	1887	bga			
LAGGGMOH_03344	CDS	1887	bga	3.2.1.23		Beta-galactosidase
LAGGGMOH_03345	gene	76				
LAGGGMOH_03345	tRNA	76				tRNA-Val(tac)
LAGGGMOH_03346	gene	76				
LAGGGMOH_03346	tRNA	76				tRNA-Val(tac)
LAGGGMOH_03347	gene	76				
LAGGGMOH_03347	tRNA	76				tRNA-Val(tac)
LAGGGMOH_03348	gene	561				
LAGGGMOH_03348	CDS	561		2.3.1.-		Putative acetyltransferase
LAGGGMOH_03349	gene	774	yaaA			
LAGGGMOH_03349	CDS	774	yaaA		COG3022	DNA-binding and peroxide stress resistance protein YaaA
LAGGGMOH_03350	gene	2220				
LAGGGMOH_03350	CDS	2220		3.2.1.169	COG3525	O-GlcNAcase
LAGGGMOH_03351	gene	384				
LAGGGMOH_03351	CDS	384				hypothetical protein
LAGGGMOH_03352	gene	1659				
LAGGGMOH_03352	CDS	1659				hypothetical protein
LAGGGMOH_03353	gene	2574				
LAGGGMOH_03353	CDS	2574				hypothetical protein
LAGGGMOH_03354	gene	2463				
LAGGGMOH_03354	CDS	2463				hypothetical protein
LAGGGMOH_03355	gene	1842	pal_3			
LAGGGMOH_03355	CDS	1842	pal_3			Peptidoglycan-associated lipoprotein
LAGGGMOH_03356	gene	597				
LAGGGMOH_03356	CDS	597				hypothetical protein
LAGGGMOH_03357	gene	912				
LAGGGMOH_03357	CDS	912				hypothetical protein
LAGGGMOH_03358	gene	1254				
LAGGGMOH_03358	CDS	1254				hypothetical protein
LAGGGMOH_03359	gene	945	xerC_26			
LAGGGMOH_03359	CDS	945	xerC_26			Tyrosine recombinase XerC
LAGGGMOH_03360	gene	429				
LAGGGMOH_03360	CDS	429				hypothetical protein
LAGGGMOH_03361	gene	3222	pyrAB_2			
LAGGGMOH_03361	CDS	3222	pyrAB_2	6.3.4.16	COG0458	Carbamoyl phosphate synthase pyrimidine-specific large chain
LAGGGMOH_03362	gene	1092	trpS2			
LAGGGMOH_03362	CDS	1092	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
LAGGGMOH_03363	gene	1188				
LAGGGMOH_03363	CDS	1188			COG2885	Outer membrane protein 40
LAGGGMOH_03364	gene	1320				
LAGGGMOH_03364	CDS	1320				hypothetical protein
LAGGGMOH_03365	gene	2211	apxIB			
LAGGGMOH_03365	CDS	2211	apxIB			Toxin RTX-I translocation ATP-binding protein
LAGGGMOH_03366	gene	600				
LAGGGMOH_03366	CDS	600				hypothetical protein
LAGGGMOH_03367	gene	666				
LAGGGMOH_03367	CDS	666				hypothetical protein
LAGGGMOH_03368	gene	996	arnC_3			
LAGGGMOH_03368	CDS	996	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LAGGGMOH_03369	gene	2517				
LAGGGMOH_03369	CDS	2517				hypothetical protein
LAGGGMOH_03370	gene	672	neuA			
LAGGGMOH_03370	CDS	672	neuA	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
LAGGGMOH_03371	gene	1173				
LAGGGMOH_03371	CDS	1173				hypothetical protein
LAGGGMOH_03372	gene	1455				
LAGGGMOH_03372	CDS	1455				hypothetical protein
LAGGGMOH_03373	gene	1242				
LAGGGMOH_03373	CDS	1242				hypothetical protein
LAGGGMOH_03374	gene	153				
LAGGGMOH_03374	CDS	153				hypothetical protein
LAGGGMOH_03375	gene	261				
LAGGGMOH_03375	CDS	261				hypothetical protein
LAGGGMOH_03376	gene	1233	mshA_9			
LAGGGMOH_03376	CDS	1233	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LAGGGMOH_03377	gene	597				
LAGGGMOH_03377	CDS	597				hypothetical protein
LAGGGMOH_03378	gene	783				
LAGGGMOH_03378	CDS	783				hypothetical protein
LAGGGMOH_03379	gene	597				
LAGGGMOH_03379	CDS	597				hypothetical protein
LAGGGMOH_03380	gene	477				
LAGGGMOH_03380	CDS	477				hypothetical protein
LAGGGMOH_03381	gene	108				
LAGGGMOH_03381	CDS	108				hypothetical protein
LAGGGMOH_03382	gene	1785				
LAGGGMOH_03382	CDS	1785				hypothetical protein
LAGGGMOH_03383	gene	1257				
LAGGGMOH_03383	CDS	1257				hypothetical protein
LAGGGMOH_03384	gene	1221				
LAGGGMOH_03384	CDS	1221				hypothetical protein
LAGGGMOH_03385	gene	114				
LAGGGMOH_03385	CDS	114				hypothetical protein
LAGGGMOH_03386	gene	183				
LAGGGMOH_03386	CDS	183				hypothetical protein
LAGGGMOH_03387	gene	1773				
LAGGGMOH_03387	CDS	1773				hypothetical protein
LAGGGMOH_03388	gene	222				
LAGGGMOH_03388	CDS	222				hypothetical protein
LAGGGMOH_03389	gene	1275				
LAGGGMOH_03389	CDS	1275				hypothetical protein
LAGGGMOH_03390	gene	1245				
LAGGGMOH_03390	CDS	1245				hypothetical protein
LAGGGMOH_03391	gene	1224				
LAGGGMOH_03391	CDS	1224				hypothetical protein
LAGGGMOH_03392	gene	1146				
LAGGGMOH_03392	CDS	1146				hypothetical protein
LAGGGMOH_03393	gene	1224				
LAGGGMOH_03393	CDS	1224				hypothetical protein
LAGGGMOH_03394	gene	249				
LAGGGMOH_03394	CDS	249				hypothetical protein
LAGGGMOH_03395	gene	1302				
LAGGGMOH_03395	CDS	1302				hypothetical protein
LAGGGMOH_03396	gene	1881	mutL			
LAGGGMOH_03396	CDS	1881	mutL		COG0323	DNA mismatch repair protein MutL
LAGGGMOH_03397	gene	297				
LAGGGMOH_03397	CDS	297				hypothetical protein
LAGGGMOH_03398	gene	1704	lptD_2			
LAGGGMOH_03398	CDS	1704	lptD_2			LPS-assembly protein LptD
LAGGGMOH_03399	gene	1371	surA_1			
LAGGGMOH_03399	CDS	1371	surA_1	5.2.1.8		Chaperone SurA
LAGGGMOH_03400	gene	843				
LAGGGMOH_03400	CDS	843				hypothetical protein
LAGGGMOH_03401	gene	1554	surA_2			
LAGGGMOH_03401	CDS	1554	surA_2	5.2.1.8		Chaperone SurA
LAGGGMOH_03402	gene	1476	guaB_2			
LAGGGMOH_03402	CDS	1476	guaB_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LAGGGMOH_03403	gene	2181	recQ_2			
LAGGGMOH_03403	CDS	2181	recQ_2	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
LAGGGMOH_03404	gene	1248	clpX			
LAGGGMOH_03404	CDS	1248	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
LAGGGMOH_03405	gene	729	clpP			
LAGGGMOH_03405	CDS	729	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
LAGGGMOH_03406	gene	1356	tig			
LAGGGMOH_03406	CDS	1356	tig	5.2.1.8		Trigger factor
LAGGGMOH_03407	gene	246				
LAGGGMOH_03407	CDS	246				hypothetical protein
LAGGGMOH_03408	gene	762	lptB			
LAGGGMOH_03408	CDS	762	lptB	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LAGGGMOH_03409	gene	711	mlaE			
LAGGGMOH_03409	CDS	711	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
LAGGGMOH_03410	gene	771	mkl			
LAGGGMOH_03410	CDS	771	mkl		COG1135	putative ribonucleotide transport ATP-binding protein mkl
LAGGGMOH_03411	gene	648	degU			
LAGGGMOH_03411	CDS	648	degU		COG2197	Transcriptional regulatory protein DegU
LAGGGMOH_03412	gene	1314	der_2			
LAGGGMOH_03412	CDS	1314	der_2		COG1160	GTPase Der
LAGGGMOH_03413	gene	882	era			
LAGGGMOH_03413	CDS	882	era			GTPase Era
LAGGGMOH_03414	gene	1005	fabH_3			
LAGGGMOH_03414	CDS	1005	fabH_3	2.3.1.180		Beta-ketoacyl-[acyl-carrier-protein] synthase III
LAGGGMOH_03415	gene	186	rpmF			
LAGGGMOH_03415	CDS	186	rpmF			Large ribosomal subunit protein bL32
LAGGGMOH_03416	gene	576				
LAGGGMOH_03416	CDS	576				hypothetical protein
LAGGGMOH_03417	gene	106				
LAGGGMOH_03417	rRNA	106				5S ribosomal RNA
LAGGGMOH_03418	gene	2881				
LAGGGMOH_03418	rRNA	2881				23S ribosomal RNA
LAGGGMOH_03419	gene	77				
LAGGGMOH_03419	tRNA	77				tRNA-Ala(tgc)
LAGGGMOH_03420	gene	77				
LAGGGMOH_03420	tRNA	77				tRNA-Ile(gat)
LAGGGMOH_03421	gene	1525				
LAGGGMOH_03421	rRNA	1525				16S ribosomal RNA
LAGGGMOH_03422	gene	777				
LAGGGMOH_03422	CDS	777				hypothetical protein
LAGGGMOH_03423	gene	894				
LAGGGMOH_03423	CDS	894				hypothetical protein
LAGGGMOH_03424	gene	918				
LAGGGMOH_03424	CDS	918				hypothetical protein
LAGGGMOH_03425	gene	1782				
LAGGGMOH_03425	CDS	1782				hypothetical protein
LAGGGMOH_03426	gene	2091				
LAGGGMOH_03426	CDS	2091				hypothetical protein
LAGGGMOH_03427	gene	1101				
LAGGGMOH_03427	CDS	1101				hypothetical protein
LAGGGMOH_03428	gene	2058	btuB_9			
LAGGGMOH_03428	CDS	2058	btuB_9			Vitamin B12 transporter BtuB
LAGGGMOH_03429	gene	1140				
LAGGGMOH_03429	CDS	1140				hypothetical protein
LAGGGMOH_03430	gene	981	hmuU_3			
LAGGGMOH_03430	CDS	981	hmuU_3		COG0609	Hemin transport system permease protein HmuU
LAGGGMOH_03431	gene	759	fpuD			
LAGGGMOH_03431	CDS	759	fpuD	7.2.2.-		Petrobactin import ATP-binding protein FpuD
LAGGGMOH_03432	gene	567				
LAGGGMOH_03432	CDS	567				hypothetical protein
LAGGGMOH_03433	gene	273				
LAGGGMOH_03433	CDS	273				hypothetical protein
LAGGGMOH_03434	gene	417				
LAGGGMOH_03434	CDS	417				hypothetical protein
LAGGGMOH_03435	gene	405				
LAGGGMOH_03435	CDS	405				hypothetical protein
LAGGGMOH_03436	gene	789				
LAGGGMOH_03436	CDS	789				Iron-sulfur cluster carrier protein
LAGGGMOH_03437	gene	1881				
LAGGGMOH_03437	CDS	1881				hypothetical protein
LAGGGMOH_03438	gene	105				
LAGGGMOH_03438	CDS	105				hypothetical protein
LAGGGMOH_03439	gene	2871				
LAGGGMOH_03439	CDS	2871				hypothetical protein
LAGGGMOH_03440	gene	1272				
LAGGGMOH_03440	CDS	1272				hypothetical protein
LAGGGMOH_03441	gene	1563				
LAGGGMOH_03441	CDS	1563				hypothetical protein
LAGGGMOH_03442	gene	2148				
LAGGGMOH_03442	CDS	2148				hypothetical protein
LAGGGMOH_03443	gene	2202				
LAGGGMOH_03443	CDS	2202				hypothetical protein
LAGGGMOH_03444	gene	2193				
LAGGGMOH_03444	CDS	2193				hypothetical protein
LAGGGMOH_03445	gene	273				
LAGGGMOH_03445	CDS	273				hypothetical protein
LAGGGMOH_03446	gene	732				
LAGGGMOH_03446	CDS	732				hypothetical protein
LAGGGMOH_03447	gene	3549				
LAGGGMOH_03447	CDS	3549				hypothetical protein
LAGGGMOH_03448	gene	120				
LAGGGMOH_03448	CDS	120				hypothetical protein
LAGGGMOH_03449	gene	294				
LAGGGMOH_03449	CDS	294				hypothetical protein
LAGGGMOH_03450	gene	1212	xerC_27			
LAGGGMOH_03450	CDS	1212	xerC_27			Tyrosine recombinase XerC
LAGGGMOH_03451	gene	1230	xerC_28			
LAGGGMOH_03451	CDS	1230	xerC_28			Tyrosine recombinase XerC
LAGGGMOH_03452	gene	144				
LAGGGMOH_03452	CDS	144				hypothetical protein
LAGGGMOH_03453	gene	2481				
LAGGGMOH_03453	CDS	2481				hypothetical protein
LAGGGMOH_03454	gene	963				
LAGGGMOH_03454	CDS	963				hypothetical protein
LAGGGMOH_03455	gene	576				
LAGGGMOH_03455	CDS	576				hypothetical protein
LAGGGMOH_03456	gene	1488				
LAGGGMOH_03456	CDS	1488				hypothetical protein
LAGGGMOH_03457	gene	897				
LAGGGMOH_03457	CDS	897				hypothetical protein
LAGGGMOH_03458	gene	1374				
LAGGGMOH_03458	CDS	1374				hypothetical protein
LAGGGMOH_03459	gene	294				
LAGGGMOH_03459	CDS	294				hypothetical protein
LAGGGMOH_03460	gene	3159	mdtB_2			
LAGGGMOH_03460	CDS	3159	mdtB_2			Multidrug resistance protein MdtB
LAGGGMOH_03461	gene	1017	srpA			
LAGGGMOH_03461	CDS	1017	srpA			Solvent efflux pump periplasmic linker SrpA
LAGGGMOH_03462	gene	1353	tolC			
LAGGGMOH_03462	CDS	1353	tolC		COG1538	Outer membrane protein TolC
LAGGGMOH_03463	gene	645				
LAGGGMOH_03463	CDS	645				hypothetical protein
LAGGGMOH_03464	gene	1497	hutH			
LAGGGMOH_03464	CDS	1497	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
LAGGGMOH_03465	gene	630	fchA			
LAGGGMOH_03465	CDS	630	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
LAGGGMOH_03466	gene	1254	hutI			
LAGGGMOH_03466	CDS	1254	hutI	3.5.2.7	COG1228	Imidazolonepropionase
LAGGGMOH_03467	gene	903				
LAGGGMOH_03467	CDS	903		2.1.2.5		Glutamate formimidoyltransferase
LAGGGMOH_03468	gene	1983	hutU			
LAGGGMOH_03468	CDS	1983	hutU	4.2.1.49		Urocanate hydratase
LAGGGMOH_03469	gene	633				
LAGGGMOH_03469	CDS	633				hypothetical protein
LAGGGMOH_03470	gene	1815	mutS_1			
LAGGGMOH_03470	CDS	1815	mutS_1			DNA mismatch repair protein MutS
LAGGGMOH_03471	gene	540				
LAGGGMOH_03471	CDS	540				hypothetical protein
LAGGGMOH_03472	gene	378				
LAGGGMOH_03472	CDS	378				hypothetical protein
LAGGGMOH_03473	gene	486	rplQ			
LAGGGMOH_03473	CDS	486	rplQ			Large ribosomal subunit protein bL17
LAGGGMOH_03474	gene	993	rpoA			
LAGGGMOH_03474	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LAGGGMOH_03475	gene	606	rpsD			
LAGGGMOH_03475	CDS	606	rpsD			Small ribosomal subunit protein uS4
LAGGGMOH_03476	gene	153				
LAGGGMOH_03476	CDS	153				hypothetical protein
LAGGGMOH_03477	gene	390	rpsK			
LAGGGMOH_03477	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
LAGGGMOH_03478	gene	381	rpsM			
LAGGGMOH_03478	CDS	381	rpsM			Small ribosomal subunit protein uS13
LAGGGMOH_03479	gene	117	rpmJ			
LAGGGMOH_03479	CDS	117	rpmJ		COG0257	Large ribosomal subunit protein bL36
LAGGGMOH_03480	gene	219	infA			
LAGGGMOH_03480	CDS	219	infA		COG0361	Translation initiation factor IF-1
LAGGGMOH_03481	gene	798	map_2			
LAGGGMOH_03481	CDS	798	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
LAGGGMOH_03482	gene	1347	secY			
LAGGGMOH_03482	CDS	1347	secY		COG0201	Protein translocase subunit SecY
LAGGGMOH_03483	gene	447	rplO			
LAGGGMOH_03483	CDS	447	rplO		COG0200	Large ribosomal subunit protein uL15
LAGGGMOH_03484	gene	177	rpmD			
LAGGGMOH_03484	CDS	177	rpmD		COG1841	Large ribosomal subunit protein uL30
LAGGGMOH_03485	gene	519	rpsE			
LAGGGMOH_03485	CDS	519	rpsE		COG0098	Small ribosomal subunit protein uS5
LAGGGMOH_03486	gene	345	rplR			
LAGGGMOH_03486	CDS	345	rplR		COG0256	Large ribosomal subunit protein uL18
LAGGGMOH_03487	gene	570	rplF			
LAGGGMOH_03487	CDS	570	rplF		COG0097	Large ribosomal subunit protein uL6
LAGGGMOH_03488	gene	396	rpsH			
LAGGGMOH_03488	CDS	396	rpsH		COG0096	Small ribosomal subunit protein uS8
LAGGGMOH_03489	gene	300	rpsN			
LAGGGMOH_03489	CDS	300	rpsN		COG0199	Small ribosomal subunit protein uS14
LAGGGMOH_03490	gene	558	rplE			
LAGGGMOH_03490	CDS	558	rplE		COG0094	Large ribosomal subunit protein uL5
LAGGGMOH_03491	gene	321	rplX			
LAGGGMOH_03491	CDS	321	rplX		COG0198	Large ribosomal subunit protein uL24
LAGGGMOH_03492	gene	366	rplN			
LAGGGMOH_03492	CDS	366	rplN		COG0093	Large ribosomal subunit protein uL14
LAGGGMOH_03493	gene	258	rpsQ			
LAGGGMOH_03493	CDS	258	rpsQ			Small ribosomal subunit protein uS17
LAGGGMOH_03494	gene	198	rpmC			
LAGGGMOH_03494	CDS	198	rpmC		COG0255	Large ribosomal subunit protein uL29
LAGGGMOH_03495	gene	435	rplP			
LAGGGMOH_03495	CDS	435	rplP		COG0197	Large ribosomal subunit protein uL16
LAGGGMOH_03496	gene	735	rpsC			
LAGGGMOH_03496	CDS	735	rpsC		COG0092	Small ribosomal subunit protein uS3
LAGGGMOH_03497	gene	411	rplV			
LAGGGMOH_03497	CDS	411	rplV		COG0091	Large ribosomal subunit protein uL22
LAGGGMOH_03498	gene	270	rpsS			
LAGGGMOH_03498	CDS	270	rpsS			Small ribosomal subunit protein uS19
LAGGGMOH_03499	gene	825	rplB			
LAGGGMOH_03499	CDS	825	rplB		COG0090	Large ribosomal subunit protein uL2
LAGGGMOH_03500	gene	291	rplW			
LAGGGMOH_03500	CDS	291	rplW		COG0089	Large ribosomal subunit protein uL23
LAGGGMOH_03501	gene	627	rplD			
LAGGGMOH_03501	CDS	627	rplD			Large ribosomal subunit protein uL4
LAGGGMOH_03502	gene	618	rplC			
LAGGGMOH_03502	CDS	618	rplC		COG0087	Large ribosomal subunit protein uL3
LAGGGMOH_03503	gene	306	rpsJ			
LAGGGMOH_03503	CDS	306	rpsJ		COG0051	Small ribosomal subunit protein uS10
LAGGGMOH_03504	gene	2118	fusA_2			
LAGGGMOH_03504	CDS	2118	fusA_2			Elongation factor G
LAGGGMOH_03505	gene	477	rpsG			
LAGGGMOH_03505	CDS	477	rpsG			Small ribosomal subunit protein uS7
LAGGGMOH_03506	gene	402	rpsL			
LAGGGMOH_03506	CDS	402	rpsL			Small ribosomal subunit protein uS12
LAGGGMOH_03507	gene	306				
LAGGGMOH_03507	CDS	306				hypothetical protein
LAGGGMOH_03508	gene	261				
LAGGGMOH_03508	CDS	261				hypothetical protein
LAGGGMOH_03509	gene	246				
LAGGGMOH_03509	CDS	246				hypothetical protein
LAGGGMOH_03510	gene	525				
LAGGGMOH_03510	CDS	525				hypothetical protein
LAGGGMOH_03511	gene	1137	wecH_3			
LAGGGMOH_03511	CDS	1137	wecH_3	2.3.1.-		O-acetyltransferase WecH
LAGGGMOH_03512	gene	4284	rpoC			
LAGGGMOH_03512	CDS	4284	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
LAGGGMOH_03513	gene	3813	rpoB			
LAGGGMOH_03513	CDS	3813	rpoB			DNA-directed RNA polymerase subunit beta RpoB
LAGGGMOH_03514	gene	375	rplL			
LAGGGMOH_03514	CDS	375	rplL			Large ribosomal subunit protein bL12
LAGGGMOH_03515	gene	513	rplJ			
LAGGGMOH_03515	CDS	513	rplJ		COG0244	Large ribosomal subunit protein uL10
LAGGGMOH_03516	gene	699	rplA			
LAGGGMOH_03516	CDS	699	rplA			Large ribosomal subunit protein uL1
LAGGGMOH_03517	gene	444	rplK			
LAGGGMOH_03517	CDS	444	rplK		COG0080	Large ribosomal subunit protein uL11
LAGGGMOH_03518	gene	543	nusG			
LAGGGMOH_03518	CDS	543	nusG		COG0250	Transcription termination/antitermination protein NusG
LAGGGMOH_03519	gene	74				
LAGGGMOH_03519	tRNA	74				tRNA-Trp(cca)
LAGGGMOH_03520	gene	1185	tufA			
LAGGGMOH_03520	CDS	1185	tufA	3.6.5.3		Elongation factor Tu
LAGGGMOH_03521	gene	73				
LAGGGMOH_03521	tRNA	73				tRNA-Thr(ggt)
LAGGGMOH_03522	gene	74				
LAGGGMOH_03522	tRNA	74				tRNA-Gly(tcc)
LAGGGMOH_03523	gene	84				
LAGGGMOH_03523	tRNA	84				tRNA-Tyr(gta)
LAGGGMOH_03524	gene	75				
LAGGGMOH_03524	tRNA	75				tRNA-Thr(tgt)
LAGGGMOH_03525	gene	300	hpf			
LAGGGMOH_03525	CDS	300	hpf			Ribosome hibernation promoting factor
LAGGGMOH_03526	gene	882	xerD_2			
LAGGGMOH_03526	CDS	882	xerD_2			Tyrosine recombinase XerD
LAGGGMOH_03527	gene	237	rpsU			
LAGGGMOH_03527	CDS	237	rpsU			Small ribosomal subunit protein bS21
LAGGGMOH_03528	gene	1779				
LAGGGMOH_03528	CDS	1779				hypothetical protein
LAGGGMOH_03529	gene	513				
LAGGGMOH_03529	CDS	513		4.2.1.1	COG0663	Carbonic anhydrase
LAGGGMOH_03530	gene	1221	waaA			
LAGGGMOH_03530	CDS	1221	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
LAGGGMOH_03531	gene	1518	gltX			
LAGGGMOH_03531	CDS	1518	gltX	6.1.1.17		Glutamate--tRNA ligase
LAGGGMOH_03532	gene	2058	rny_2			
LAGGGMOH_03532	CDS	2058	rny_2	3.1.-.-		Ribonuclease Y
LAGGGMOH_03533	gene	474				
LAGGGMOH_03533	CDS	474		3.1.3.48	COG0394	Putative low molecular weight protein-tyrosine-phosphatase
LAGGGMOH_03534	gene	1800				
LAGGGMOH_03534	CDS	1800				hypothetical protein
LAGGGMOH_03535	gene	2496	priA			
LAGGGMOH_03535	CDS	2496	priA	5.6.2.4	COG1198	Replication restart protein PriA
LAGGGMOH_03536	gene	579				
LAGGGMOH_03536	CDS	579				hypothetical protein
LAGGGMOH_03537	gene	89				
LAGGGMOH_03537	tRNA	89				tRNA-Ser(cga)
LAGGGMOH_03538	gene	1161				
LAGGGMOH_03538	CDS	1161				hypothetical protein
LAGGGMOH_03539	gene	1434				
LAGGGMOH_03539	CDS	1434		4.3.1.1		Aspartate ammonia-lyase
LAGGGMOH_03540	gene	1311	dcuA			
LAGGGMOH_03540	CDS	1311	dcuA		COG2704	C4-dicarboxylate transporter DcuA
LAGGGMOH_03541	gene	1059	ansB			
LAGGGMOH_03541	CDS	1059	ansB	3.5.1.1	COG0252	L-asparaginase 2
LAGGGMOH_03542	gene	1188				
LAGGGMOH_03542	CDS	1188				hypothetical protein
LAGGGMOH_03543	gene	222				
LAGGGMOH_03543	CDS	222				hypothetical protein
LAGGGMOH_03544	gene	564	pduO			
LAGGGMOH_03544	CDS	564	pduO			Corrinoid adenosyltransferase PduO
LAGGGMOH_03545	gene	663				
LAGGGMOH_03545	CDS	663				hypothetical protein
LAGGGMOH_03546	gene	120				
LAGGGMOH_03546	CDS	120				hypothetical protein
LAGGGMOH_03547	gene	120				
LAGGGMOH_03547	CDS	120				hypothetical protein
LAGGGMOH_03548	gene	960				
LAGGGMOH_03548	CDS	960				hypothetical protein
LAGGGMOH_03549	gene	2139				
LAGGGMOH_03549	CDS	2139				hypothetical protein
LAGGGMOH_03550	gene	2082				
LAGGGMOH_03550	CDS	2082				hypothetical protein
LAGGGMOH_03551	gene	621				
LAGGGMOH_03551	CDS	621				hypothetical protein
LAGGGMOH_03552	gene	492				
LAGGGMOH_03552	CDS	492				hypothetical protein
LAGGGMOH_03553	gene	162				
LAGGGMOH_03553	CDS	162				hypothetical protein
LAGGGMOH_03554	gene	2526				
LAGGGMOH_03554	CDS	2526				hypothetical protein
LAGGGMOH_03555	gene	561	nudF			
LAGGGMOH_03555	CDS	561	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
LAGGGMOH_03556	gene	93				
LAGGGMOH_03556	CDS	93				hypothetical protein
LAGGGMOH_03557	gene	1056				
LAGGGMOH_03557	CDS	1056				hypothetical protein
LAGGGMOH_03558	gene	756	lytR_3			
LAGGGMOH_03558	CDS	756	lytR_3		COG3279	Transcriptional regulatory protein LytR
LAGGGMOH_03559	gene	1506	napF			
LAGGGMOH_03559	CDS	1506	napF			Ferredoxin-type protein NapF
LAGGGMOH_03560	gene	1383				
LAGGGMOH_03560	CDS	1383				hypothetical protein
LAGGGMOH_03561	gene	2298	btuB_10			
LAGGGMOH_03561	CDS	2298	btuB_10			Vitamin B12 transporter BtuB
LAGGGMOH_03562	gene	513				
LAGGGMOH_03562	CDS	513				hypothetical protein
LAGGGMOH_03563	gene	651				
LAGGGMOH_03563	CDS	651				hypothetical protein
LAGGGMOH_03564	gene	588				
LAGGGMOH_03564	CDS	588		2.3.1.-		Putative acetyltransferase
LAGGGMOH_03565	gene	837				
LAGGGMOH_03565	CDS	837				hypothetical protein
LAGGGMOH_03566	gene	855	ada			
LAGGGMOH_03566	CDS	855	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
LAGGGMOH_03567	gene	393	ogt			
LAGGGMOH_03567	CDS	393	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
LAGGGMOH_03568	gene	489				
LAGGGMOH_03568	CDS	489				hypothetical protein
LAGGGMOH_03569	gene	342				
LAGGGMOH_03569	CDS	342				hypothetical protein
LAGGGMOH_03570	gene	954				
LAGGGMOH_03570	CDS	954				hypothetical protein
LAGGGMOH_03571	gene	85				
LAGGGMOH_03571	tRNA	85				tRNA-Leu(caa)
LAGGGMOH_03572	gene	1083	rfbM			
LAGGGMOH_03572	CDS	1083	rfbM	2.7.7.13		Mannose-1-phosphate guanylyltransferase RfbM
LAGGGMOH_03573	gene	441				
LAGGGMOH_03573	CDS	441				hypothetical protein
LAGGGMOH_03574	gene	465	greA			
LAGGGMOH_03574	CDS	465	greA		COG0782	Transcription elongation factor GreA
LAGGGMOH_03575	gene	1152	resA_10			
LAGGGMOH_03575	CDS	1152	resA_10			Thiol-disulfide oxidoreductase ResA
LAGGGMOH_03576	gene	2127	pnp			
LAGGGMOH_03576	CDS	2127	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
LAGGGMOH_03577	gene	534				
LAGGGMOH_03577	CDS	534				hypothetical protein
LAGGGMOH_03578	gene	933				
LAGGGMOH_03578	CDS	933				hypothetical protein
LAGGGMOH_03579	gene	3390	susC_14			
LAGGGMOH_03579	CDS	3390	susC_14		COG1629	TonB-dependent receptor SusC
LAGGGMOH_03580	gene	1617				
LAGGGMOH_03580	CDS	1617				hypothetical protein
LAGGGMOH_03581	gene	1620				
LAGGGMOH_03581	CDS	1620				hypothetical protein
LAGGGMOH_03582	gene	1620				
LAGGGMOH_03582	CDS	1620				hypothetical protein
LAGGGMOH_03583	gene	303				
LAGGGMOH_03583	CDS	303				hypothetical protein
LAGGGMOH_03584	gene	147				
LAGGGMOH_03584	CDS	147				hypothetical protein
LAGGGMOH_03585	gene	1638				
LAGGGMOH_03585	CDS	1638				hypothetical protein
LAGGGMOH_03586	gene	1116	buk2			
LAGGGMOH_03586	CDS	1116	buk2	2.7.2.7	COG3426	Butyrate kinase 2
LAGGGMOH_03587	gene	942	ptb			
LAGGGMOH_03587	CDS	942	ptb	2.3.1.19	COG0280	Phosphate butyryltransferase
LAGGGMOH_03588	gene	792				
LAGGGMOH_03588	CDS	792		3.2.1.103		Keratan-sulfate endo-1,4-beta-galactosidase
LAGGGMOH_03589	gene	915	ykfA			
LAGGGMOH_03589	CDS	915	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
LAGGGMOH_03590	gene	990				
LAGGGMOH_03590	CDS	990				hypothetical protein
LAGGGMOH_03591	gene	429	sufE			
LAGGGMOH_03591	CDS	429	sufE		COG2166	Cysteine desulfuration protein SufE
LAGGGMOH_03592	gene	219				
LAGGGMOH_03592	CDS	219				hypothetical protein
