# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	4625231	4625929	+	IMCPIC_03987	340.0	4.5e-117	1.103	0.895	0.684	UniRef:UniRef50_K9E2H9
contig_1	cds	4626122	4627150	+	IMCPIC_03988	541.0	8.9e-193	1.009	0.831	0.797	UniRef:UniRef50_Q8A2M0
contig_1	cds	4627166	4628662	+	IMCPIC_03989	556.0	1.7e-194	1.004	0.962	0.568	UniRef:UniRef50_K0WS56
contig_1	cds	4628665	4630032	+	IMCPIC_03990	460.0	3.6e-158	0.976	0.961	0.534	UniRef:UniRef50_A0A644USD5
contig_1	cds	4630084	4632270	+	IMCPIC_03991	1072.0	0.0	0.975	0.966	0.714	UniRef:UniRef50_A0A1M5BLR2
contig_1	cds	4632280	4633143	-	IMCPIC_03992	305.0	1.5e-101	1.031	0.868	0.547	UniRef:UniRef50_K9ENX0
contig_1	cds	4633790	4635733	-	IMCPIC_03993	665.0	4.9e-233	0.842	0.849	0.618	UniRef:UniRef50_A0A1V5MZU0
contig_1	cds	4635795	4636850	-	IMCPIC_03994	528.0	1.2e-187	1.0	0.895	0.726	UniRef:UniRef50_A0A174M0H0
contig_1	cds	4637027	4637947	-	IMCPIC_03995	368.0	4.5e-126	0.997	0.887	0.587	UniRef:UniRef50_A0A0F5JJD7
contig_1	cds	4637935	4638540	-	IMCPIC_03996	262.0	2.6e-87	0.990	0.806	0.658	UniRef:UniRef50_A0A0E9LYA8
contig_1	cds	4638540	4639070	-	IMCPIC_03997	233.0	5.8e-77	0.983	0.808	0.607	UniRef:UniRef50_E0NRU5
contig_1	cds	4639172	4640419	+	IMCPIC_03998	456.0	3.1e-157	0.971	0.906	0.576	UniRef:UniRef50_F8WYK9
contig_1	cds	4640588	4640962	-	IMCPIC_03999	209.0	2.4e-69	1.0	0.969	0.863	UniRef:UniRef50_A0A3E5CRD4
contig_1	cds	4641128	4642285	-	IMCPIC_04000	583.0	6.8e-209	1.026	0.992	0.716	UniRef:UniRef50_A0AA43RV58
contig_1	cds	4642399	4642926	+	IMCPIC_04001	221.0	1.6e-72	0.989	0.935	0.618	UniRef:UniRef50_H1DFK1
contig_1	cds	4643061	4644266	-	IMCPIC_04002	551.0	3.3e-195	0.988	0.923	0.684	UniRef:UniRef50_Q650A0
contig_1	cds	4644351	4645163	-	IMCPIC_04003	280.0	8.8e-93	0.981	0.898	0.536	UniRef:UniRef50_A0A174DM25
contig_1	cds	4645293	4645937	-	IMCPIC_04004	318.0	1.5e-109	0.995	0.922	0.714	UniRef:UniRef50_Q8A2I8
contig_1	cds	4646000	4646935	-	IMCPIC_04005	414.0	1.2e-144	0.984	0.971	0.621	UniRef:UniRef50_A0A351M2D0
contig_1	cds	4646942	4648426	-	IMCPIC_04006	892.0	0.0	0.996	0.823	0.862	UniRef:UniRef50_A0A139K365
contig_1	cds	4648431	4649159	-	IMCPIC_04007	354.0	1.6e-122	0.955	0.834	0.775	UniRef:UniRef50_Q5LIV1
contig_1	cds	4649255	4650523	+	IMCPIC_04008	559.0	1.2e-196	1.230	0.998	0.530	UniRef:UniRef50_R6DFC4
contig_1	cds	4650617	4651177	+	IMCPIC_04009	288.0	6.8e-99	1.016	0.990	0.730	UniRef:UniRef50_E6SWL1
contig_1	cds	4651477	4652412	-	IMCPIC_04010	372.0	1.2e-127	0.990	0.951	0.562	UniRef:UniRef50_A0A380ZAD6
contig_1	cds	4652419	4653639	-	IMCPIC_04011	571.0	4.8e-202	1.015	0.819	0.672	UniRef:UniRef50_W4PJU0
contig_1	cds	4653870	4654511	+	IMCPIC_04012	344.0	1.3e-119	1.0	0.849	0.700	UniRef:UniRef50_A0A4Q5GZP7
contig_1	cds	4654609	4655379	-	IMCPIC_04013	-	-	-	-	-	-
contig_1	cds	4655399	4656790	-	IMCPIC_04014	673.0	2.1e-241	0.998	0.941	0.758	UniRef:UniRef50_Q8A2G8
contig_1	cds	4656807	4660010	-	IMCPIC_04015	1516.0	0.0	1.095	0.998	0.681	UniRef:UniRef50_E6MP26
contig_1	cds	4660032	4661192	-	IMCPIC_04016	459.0	9.9e-160	0.997	0.937	0.686	UniRef:UniRef50_A0A174S462
contig_1	cds	4661533	4664640	-	IMCPIC_04017	1272.0	0.0	1.062	1.012	0.575	UniRef:UniRef50_L1NJM9
contig_1	cds	4664746	4666668	+	IMCPIC_04018	773.0	6.0e-275	0.970	0.920	0.618	UniRef:UniRef50_B5CXY4
contig_1	cds	4666640	4667485	+	IMCPIC_04019	369.0	1.9e-127	1.004	0.913	0.660	UniRef:UniRef50_A0A1Y3YT73
contig_1	cds	4667475	4667879	-	IMCPIC_04020	215.0	2.2e-71	0.985	0.852	0.841	UniRef:UniRef50_A0A380ZB47
contig_1	cds	4667990	4669465	-	IMCPIC_04021	736.0	5.5e-265	1.010	0.907	0.716	UniRef:UniRef50_Q8A2F4
contig_1	cds	4670020	4670856	-	IMCPIC_04022	377.0	6.3e-131	0.957	0.937	0.680	UniRef:UniRef50_F3PWI4
contig_1	cds	4670920	4671597	-	IMCPIC_04023	306.0	1.4e-104	0.996	0.953	0.674	UniRef:UniRef50_K9DWI8
contig_1	cds	4671607	4672959	-	IMCPIC_04024	854.0	7.5e-314	1.0	1.0	0.993	UniRef:UniRef50_F7LKU4
contig_1	cds	4673109	4673246	+	IMCPIC_04025	-	-	-	-	-	-
contig_1	cds	4673318	4674703	+	IMCPIC_04026	491.0	5.2e-170	1.002	0.996	0.504	UniRef:UniRef50_A0A396BQ22
contig_1	cds	4674700	4675044	+	IMCPIC_04027	-	-	-	-	-	-
contig_1	cds	4675041	4675712	+	IMCPIC_04028	443.0	5.1e-159	1.0	1.0	1.0	UniRef:UniRef50_A0A396BXN1
contig_1	cds	4675717	4676016	+	IMCPIC_04029	214.0	1.7e-72	1.0	1.0	1.0	UniRef:UniRef50_A0A015U7K8
contig_1	cds	4676224	4677504	+	IMCPIC_04030	860.0	4.2e-317	1.0	0.973	0.977	UniRef:UniRef50_F7LJP7
contig_1	cds	4678444	4679622	+	IMCPIC_04031	711.0	7.7e-259	0.997	0.933	0.928	UniRef:UniRef50_W4PMG2
contig_1	cds	4679843	4682884	-	IMCPIC_04032	1229.0	0.0	1.016	1.002	0.629	UniRef:UniRef50_Q8A2F2
contig_1	cds	4682939	4684030	+	IMCPIC_04033	538.0	1.7e-191	1.030	0.966	0.706	UniRef:UniRef50_A0A174SB49
contig_1	cds	4684086	4685597	-	IMCPIC_04034	656.0	1.1e-233	0.996	0.958	0.621	UniRef:UniRef50_A0A0A2E0I9
contig_1	cds	4685767	4686777	+	IMCPIC_04035	540.0	8.5e-193	1.003	0.862	0.786	UniRef:UniRef50_Q8A2E9
contig_1	cds	4686796	4687668	-	IMCPIC_04036	282.0	6.9e-93	1.017	0.958	0.532	UniRef:UniRef50_Q64ZV9
contig_1	cds	4687673	4688935	-	IMCPIC_04037	669.0	3.6e-241	1.002	0.944	0.798	UniRef:UniRef50_A0A379MN66
contig_1	cds	4688951	4689187	-	IMCPIC_04038	100.0	6.6e-28	0.936	0.859	0.712	UniRef:UniRef50_Q8A2E6
contig_1	cds	4689337	4689912	+	IMCPIC_04039	255.0	2.3e-85	0.984	0.874	0.654	UniRef:UniRef50_A0A255T3B7
contig_1	cds	4690041	4691084	-	IMCPIC_04040	517.0	1.7e-183	0.997	0.908	0.723	UniRef:UniRef50_Q64ZV5
contig_1	cds	4691163	4691933	+	IMCPIC_04041	327.0	1.4e-111	0.930	0.850	0.655	UniRef:UniRef50_B3JH82
contig_1	cds	4691938	4693392	+	IMCPIC_04042	573.0	1.3e-201	0.990	0.964	0.589	UniRef:UniRef50_A0A644YSY4
contig_1	cds	4693383	4694264	-	IMCPIC_04043	-	-	-	-	-	-
contig_1	cds	4694298	4695197	-	IMCPIC_04044	622.0	4.6e-227	1.0	1.0	1.0	UniRef:UniRef50_A0A412Y8H7
contig_1	cds	4695424	4696443	+	IMCPIC_04045	427.0	8.3e-149	0.988	0.954	0.588	UniRef:UniRef50_K0X3F5
contig_1	cds	4696461	4697375	+	IMCPIC_04046	447.0	1.3e-157	1.0	0.977	0.671	UniRef:UniRef50_I9W0C7
contig_1	cds	4697397	4698395	-	IMCPIC_04047	385.0	5.4e-132	0.967	0.902	0.564	UniRef:UniRef50_D1JQL6
contig_1	cds	4698470	4699705	+	IMCPIC_04048	738.0	4.0e-269	0.898	0.874	0.992	UniRef:UniRef50_A0A174CUL6
contig_1	cds	4699744	4700742	-	IMCPIC_04049	380.0	2.5e-130	0.985	0.919	0.566	UniRef:UniRef50_D1JQL6
contig_1	cds	4700969	4702804	+	IMCPIC_04050	781.0	3.7e-279	1.007	0.933	0.668	UniRef:UniRef50_K9ENK2
contig_1	cds	4703023	4703658	-	IMCPIC_04051	259.0	2.2e-86	1.0	0.890	0.640	UniRef:UniRef50_A0A7J5V4I1
contig_1	cds	4703779	4704381	+	IMCPIC_04052	288.0	1.7e-97	1.0	0.806	0.670	UniRef:UniRef50_U6RB91
contig_1	cds	4704981	4705520	+	IMCPIC_04053	295.0	2.5e-101	0.978	0.879	0.823	UniRef:UniRef50_Q8A2B2
contig_1	cds	4705668	4708166	+	IMCPIC_04054	820.0	5.8e-288	0.863	0.861	0.812	UniRef:UniRef50_Q64ZU1
contig_1	cds	4708173	4709939	+	IMCPIC_04055	-	-	-	-	-	-
contig_1	cds	4709948	4711027	+	IMCPIC_04056	592.0	7.2e-213	0.975	0.928	0.817	UniRef:UniRef50_Q64ZT9
contig_1	cds	4711085	4712977	+	IMCPIC_04057	992.0	0.0	1.0	0.939	0.765	UniRef:UniRef50_A6L012
contig_1	cds	4713111	4713884	+	IMCPIC_04058	315.0	1.4e-106	1.0	0.832	0.619	UniRef:UniRef50_Q8A2B0
contig_1	cds	4713946	4714455	+	IMCPIC_04059	217.0	4.0e-71	1.0	0.918	0.645	UniRef:UniRef50_A0A6N3DQ89
contig_1	cds	4714439	4714954	+	IMCPIC_04060	309.0	1.1e-107	1.0	1.0	0.930	UniRef:UniRef50_Q8A2A8
contig_1	cds	4714959	4715435	+	IMCPIC_04061	196.0	2.9e-63	0.854	0.833	0.696	UniRef:UniRef50_I9SFA8
contig_1	cds	4715623	4716402	-	IMCPIC_04062	294.0	6.1e-99	1.0	1.0	0.819	UniRef:UniRef50_I9KNS5
contig_1	cds	4716421	4717155	-	IMCPIC_04063	215.0	7.4e-68	0.947	0.865	0.602	UniRef:UniRef50_I9TC11
contig_1	cds	4717276	4717974	+	IMCPIC_04064	339.0	8.4e-117	1.0	0.847	0.694	UniRef:UniRef50_F3ZQE3
contig_1	cds	4718170	4718568	-	IMCPIC_04065	205.0	2.0e-67	0.977	0.884	0.806	UniRef:UniRef50_E6SW24
contig_1	cds	4718796	4719776	+	IMCPIC_04066	432.0	2.4e-150	0.991	0.841	0.635	UniRef:UniRef50_R6GAV1
contig_1	cds	4719849	4721621	+	IMCPIC_04067	825.0	6.3e-297	0.997	0.914	0.665	UniRef:UniRef50_P69922
contig_1	cds	4721640	4722794	+	IMCPIC_04068	660.0	9.0e-239	1.0	0.883	0.893	UniRef:UniRef50_P0A9S1
contig_1	cds	4722791	4723429	+	IMCPIC_04069	340.0	2.7e-118	1.0	0.930	0.764	UniRef:UniRef50_K9E771
contig_1	cds	4723449	4724861	+	IMCPIC_04070	576.0	7.8e-203	0.985	0.924	0.622	UniRef:UniRef50_A0A174JHZ2
contig_1	cds	4724873	4726204	+	IMCPIC_04071	571.0	4.7e-202	0.971	0.931	0.660	UniRef:UniRef50_F9D482
contig_1	cds	4726218	4727321	+	IMCPIC_04072	687.0	1.9e-250	1.0	0.989	0.981	UniRef:UniRef50_Q64ZR9
contig_1	cds	4727492	4728643	+	IMCPIC_04073	786.0	1.8e-288	1.0	0.901	0.984	UniRef:UniRef50_A0A853Q2P8
contig_1	cds	4728643	4729857	+	IMCPIC_04074	842.0	1.1e-310	1.0	0.998	1.0	UniRef:UniRef50_E1WKF2
contig_1	cds	4729995	4730462	+	IMCPIC_04075	184.0	3.1e-58	1.006	0.830	0.590	UniRef:UniRef50_Q8A2A3
contig_1	cds	4730465	4731727	+	IMCPIC_04076	624.0	1.0e-222	1.0	0.845	0.750	UniRef:UniRef50_A0A0A2G6W1
contig_1	cds	4731848	4734898	+	IMCPIC_04077	-	-	-	-	-	-
contig_1	cds	4734973	4735476	+	IMCPIC_04078	-	-	-	-	-	-
contig_1	cds	4735482	4736936	+	IMCPIC_04079	716.0	6.3e-257	0.990	0.834	0.720	UniRef:UniRef50_A0A1B3MZ19
contig_1	cds	4736936	4737682	+	IMCPIC_04080	454.0	1.3e-162	1.0	1.0	0.863	UniRef:UniRef50_I9KNT5
contig_1	cds	4737706	4738458	+	IMCPIC_04081	294.0	5.6e-99	0.992	0.969	0.581	UniRef:UniRef50_A0A6S6S4L8
contig_1	cds	4738455	4739810	+	IMCPIC_04082	630.0	4.7e-225	1.051	1.009	0.688	UniRef:UniRef50_Q8A297
contig_1	cds	4739822	4741033	+	IMCPIC_04083	586.0	1.1e-208	1.032	0.902	0.683	UniRef:UniRef50_A0A928GE70
contig_1	cds	4741295	4741615	+	IMCPIC_04084	134.0	3.6e-40	0.991	0.847	0.638	UniRef:UniRef50_A6LFI7
contig_1	cds	4741701	4743290	-	IMCPIC_04085	592.0	7.4e-208	0.957	0.942	0.543	UniRef:UniRef50_A0A016C2T7
contig_1	cds	4743378	4745222	-	IMCPIC_04086	701.0	9.1e-248	1.011	0.994	0.548	UniRef:UniRef50_I9BQ30
contig_1	cds	4745237	4748635	-	IMCPIC_04087	1346.0	0.0	0.990	0.990	0.610	UniRef:UniRef50_A0A414YS22
contig_1	cds	4748800	4749948	-	IMCPIC_04088	698.0	1.4e-254	1.0	1.0	0.932	UniRef:UniRef50_Q64ZQ3
contig_1	cds	4750036	4750578	-	IMCPIC_04089	343.0	1.8e-120	0.994	0.932	0.972	UniRef:UniRef50_A0A449I098
contig_1	cds	4750813	4753170	-	IMCPIC_04090	1108.0	0.0	0.932	0.977	0.719	UniRef:UniRef50_A0A379MRF7
contig_1	cds	4753214	4753768	+	IMCPIC_04091	377.0	6.1e-134	1.0	1.0	1.0	UniRef:UniRef50_A0A015T0D9
contig_1	cds	4753890	4756094	+	IMCPIC_04092	802.0	9.7e-283	1.080	0.954	0.596	UniRef:UniRef50_A0A933E9A2
contig_1	cds	4756675	4757280	+	IMCPIC_04093	256.0	1.5e-85	0.980	0.891	0.655	UniRef:UniRef50_A0A425XYW7
contig_1	cds	4757292	4758260	-	IMCPIC_04094	362.0	3.1e-123	0.957	0.895	0.594	UniRef:UniRef50_I8XVL3
contig_1	cds	4758506	4760020	+	IMCPIC_04095	743.0	3.2e-267	1.010	0.917	0.697	UniRef:UniRef50_A0A928BQM5
contig_1	cds	4760081	4760662	+	IMCPIC_04096	228.0	6.4e-75	0.938	0.910	0.613	UniRef:UniRef50_L1N0P3
contig_1	cds	4760659	4763625	+	IMCPIC_04097	1368.0	0.0	0.999	0.985	0.688	UniRef:UniRef50_A0A6I0H035
contig_1	cds	4763721	4765679	-	IMCPIC_04098	862.0	4.2e-310	0.995	0.959	0.658	UniRef:UniRef50_I4AGN1
contig_1	cds	4765860	4766114	-	IMCPIC_04099	95.9	1.2e-25	1.0	0.840	0.607	UniRef:UniRef50_Q8A276
contig_1	tRNA	4766154	4766225	-	IMCPIC_04100	55.1	-	-	-	-	-
contig_1	cds	4766524	4767252	+	IMCPIC_04101	328.0	2.3e-112	0.996	0.846	0.656	UniRef:UniRef50_Q8A275
contig_1	cds	4767418	4767867	-	IMCPIC_04102	232.0	1.6e-77	1.0	0.903	0.839	UniRef:UniRef50_A0A6F9ZJ84
contig_1	cds	4767951	4769261	-	IMCPIC_04103	550.0	9.7e-194	1.007	0.920	0.654	UniRef:UniRef50_A6LET9
contig_1	cds	4769288	4770718	-	IMCPIC_04104	545.0	6.9e-191	0.870	0.841	0.667	UniRef:UniRef50_Q8A261
contig_1	cds	4770795	4771535	-	IMCPIC_04105	-	-	-	-	-	-
contig_1	cds	4771567	4772961	-	IMCPIC_04106	596.0	3.0e-210	0.994	0.855	0.627	UniRef:UniRef50_Q51831
contig_1	cds	4772958	4774100	-	IMCPIC_04107	401.0	6.7e-137	0.968	0.891	0.584	UniRef:UniRef50_A0A1H8XGN1
contig_1	cds	4774102	4775397	-	IMCPIC_04108	562.0	1.0e-198	0.916	0.849	0.747	UniRef:UniRef50_A6L072
contig_1	cds	4775456	4776790	-	IMCPIC_04109	655.0	9.1e-235	1.0	0.892	0.718	UniRef:UniRef50_Q8A256
contig_1	cds	4776931	4778199	-	IMCPIC_04110	607.0	1.8e-216	1.0	0.923	0.727	UniRef:UniRef50_Q8A255
contig_1	cds	4778284	4779741	-	IMCPIC_04111	669.0	7.1e-239	0.998	0.927	0.682	UniRef:UniRef50_Q8A254
contig_1	cds	4779759	4781882	-	IMCPIC_04112	936.0	0.0	1.003	0.990	0.663	UniRef:UniRef50_F0R3G0
contig_1	cds	4781886	4782227	-	IMCPIC_04113	95.9	6.7e-25	0.885	0.826	0.530	UniRef:UniRef50_A0A3E4Z494
contig_1	cds	4782256	4783170	-	IMCPIC_04114	429.0	1.7e-149	0.990	0.805	0.708	UniRef:UniRef50_A6LEV0
contig_1	cds	4783191	4783643	-	IMCPIC_04115	232.0	2.3e-77	0.993	0.805	0.745	UniRef:UniRef50_Q8A250
contig_1	cds	4783750	4784250	-	IMCPIC_04116	298.0	2.0e-103	1.0	1.0	0.940	UniRef:UniRef50_I9BP96
contig_1	cds	4784398	4784601	+	IMCPIC_04117	-	-	-	-	-	-
contig_1	cds	4784644	4785033	+	IMCPIC_04118	-	-	-	-	-	-
contig_1	cds	4785017	4786066	+	IMCPIC_04119	694.0	2.2e-253	1.0	0.899	0.997	UniRef:UniRef50_A0A0I9TZU0
contig_1	cds	4786026	4786571	+	IMCPIC_04120	285.0	9.6e-98	1.0	0.995	0.729	UniRef:UniRef50_A0A2M9V9S6
contig_1	cds	4786670	4787176	-	IMCPIC_04121	294.0	2.8e-101	0.988	0.810	0.867	UniRef:UniRef50_F8WYL4
contig_1	cds	4787266	4787706	-	IMCPIC_04122	-	-	-	-	-	-
contig_1	cds	4787779	4789938	+	IMCPIC_04123	1008.0	0.0	0.976	0.815	0.681	UniRef:UniRef50_K9DZ84
contig_1	cds	4789935	4790423	+	IMCPIC_04124	284.0	1.1e-97	1.0	0.915	0.827	UniRef:UniRef50_Q8A7V5
contig_1	cds	4790682	4791500	+	IMCPIC_04125	501.0	3.9e-179	1.0	0.817	0.849	UniRef:UniRef50_Q8A248
contig_1	cds	4791531	4792544	+	IMCPIC_04126	431.0	4.5e-150	0.923	0.864	0.682	UniRef:UniRef50_F8WW10
contig_1	cds	4792516	4793841	-	IMCPIC_04127	543.0	1.9e-190	1.009	0.910	0.607	UniRef:UniRef50_D1Q0E7
contig_1	cds	4793946	4794380	+	IMCPIC_04128	190.0	3.9e-61	0.993	0.851	0.650	UniRef:UniRef50_A0A2E2UWM3
contig_1	cds	4794411	4796168	+	IMCPIC_04129	658.0	1.7e-231	0.971	0.903	0.639	UniRef:UniRef50_A0A7I9ZYE0
contig_1	cds	4796165	4796752	+	IMCPIC_04130	201.0	3.4e-64	0.949	0.959	0.578	UniRef:UniRef50_I9I456
contig_1	cds	4796749	4798062	+	IMCPIC_04131	-	-	-	-	-	-
contig_1	cds	4798134	4802123	+	IMCPIC_04132	1785.0	0.0	1.002	0.990	0.663	UniRef:UniRef50_Q8A241
contig_1	cds	4802434	4803510	-	IMCPIC_04133	585.0	2.9e-210	0.969	0.892	0.749	UniRef:UniRef50_K9E083
contig_1	cds	4803703	4804722	-	IMCPIC_04134	420.0	3.8e-145	0.997	0.839	0.562	UniRef:UniRef50_A0A6N3GRC9
contig_1	cds	4805153	4806937	-	IMCPIC_04135	1051.0	0.0	0.998	0.905	0.825	UniRef:UniRef50_I8XVK9
contig_1	cds	4807054	4809090	-	IMCPIC_04136	897.0	0.0	1.097	0.991	0.595	UniRef:UniRef50_A0A5C5VVN2
contig_1	cds	4809127	4811190	-	IMCPIC_04137	922.0	0.0	0.983	0.993	0.636	UniRef:UniRef50_A0A0E9MWQ8
contig_1	cds	4811468	4812574	+	IMCPIC_04138	501.0	9.0e-177	0.997	0.943	0.599	UniRef:UniRef50_K9E083
contig_1	cds	4812676	4814490	+	IMCPIC_04139	827.0	7.3e-297	0.997	0.897	0.628	UniRef:UniRef50_A0A174FQP3
contig_1	cds	4814586	4817093	+	IMCPIC_04140	1078.0	0.0	0.986	0.976	0.621	UniRef:UniRef50_B3JNI7
contig_1	cds	4817462	4821079	-	IMCPIC_04141	1771.0	0.0	1.004	0.980	0.702	UniRef:UniRef50_A0A139K112
contig_1	cds	4821424	4824624	+	IMCPIC_04142	1224.0	0.0	0.959	0.863	0.583	UniRef:UniRef50_A0A098C145
contig_1	cds	4824632	4826479	+	IMCPIC_04143	738.0	2.0e-262	1.026	1.005	0.591	UniRef:UniRef50_A0A098C2L9
contig_1	cds	4826500	4827192	+	IMCPIC_04144	246.0	1.9e-80	1.017	0.907	0.556	UniRef:UniRef50_Q64ZI5
contig_1	cds	4827292	4827717	+	IMCPIC_04145	172.0	2.2e-54	1.021	1.007	0.688	UniRef:UniRef50_I9BPP5
contig_1	cds	4827811	4828788	+	IMCPIC_04146	421.0	3.3e-146	0.988	0.849	0.607	UniRef:UniRef50_I9A3Y9
contig_1	cds	4829470	4830588	+	IMCPIC_04147	383.0	5.3e-130	0.917	0.861	0.525	UniRef:UniRef50_A0A1H8JDH2
contig_1	cds	4830617	4832779	+	IMCPIC_04148	921.0	0.0	0.997	0.891	0.603	UniRef:UniRef50_A0A1T5M6P6
contig_1	cds	4832806	4835286	+	IMCPIC_04149	1146.0	0.0	0.967	0.928	0.676	UniRef:UniRef50_A0A840CT01
contig_1	cds	4835405	4837690	+	IMCPIC_04150	1026.0	0.0	0.966	1.008	0.664	UniRef:UniRef50_A0A162ND84
contig_1	cds	4837730	4839196	+	IMCPIC_04151	598.0	6.9e-212	0.891	0.914	0.646	UniRef:UniRef50_A0A9D9C5K8
contig_1	cds	4839339	4840475	+	IMCPIC_04152	471.0	3.8e-164	0.984	0.847	0.613	UniRef:UniRef50_A0A174H7H8
contig_1	cds	4840823	4841791	+	IMCPIC_04153	293.0	3.0e-96	0.854	0.821	0.542	UniRef:UniRef50_A0A4Q6XNR7
contig_1	cds	4842530	4843576	+	IMCPIC_04154	665.0	1.4e-242	0.986	0.980	0.945	UniRef:UniRef50_Q64ZG5
contig_1	cds	4843642	4845021	+	IMCPIC_04155	739.0	5.5e-268	0.998	0.996	0.779	UniRef:UniRef50_A0A0I9SCK3
contig_1	cds	4845013	4845990	-	IMCPIC_04156	617.0	8.1e-224	1.0	0.908	0.938	UniRef:UniRef50_A0A0F5IVZ2
contig_1	cds	4846201	4848288	+	IMCPIC_04157	909.0	0.0	0.994	0.986	0.624	UniRef:UniRef50_A0A2M9V9T0
contig_1	cds	4848317	4850716	+	IMCPIC_04158	1486.0	0.0	1.0	0.977	0.884	UniRef:UniRef50_Q64ZF7
contig_1	cds	4851060	4852739	+	IMCPIC_04159	1097.0	0.0	0.970	0.873	0.993	UniRef:UniRef50_A0A098C0N4
contig_1	cds	4852815	4853891	-	IMCPIC_04160	424.0	1.0e-146	1.006	0.950	0.589	UniRef:UniRef50_K0WSK4
contig_1	cds	4854081	4855886	+	IMCPIC_04161	972.0	0.0	1.0	0.932	0.772	UniRef:UniRef50_I8XTP1
contig_1	cds	4856050	4857063	+	IMCPIC_04162	513.0	3.3e-182	0.988	0.863	0.763	UniRef:UniRef50_U2JH59
contig_1	cds	4857217	4857351	+	IMCPIC_04163	53.5	4.2e-10	1.0	0.815	0.682	UniRef:UniRef50_I9BNH3
contig_1	cds	4857468	4858787	+	IMCPIC_04164	625.0	1.1e-223	1.005	0.974	0.721	UniRef:UniRef50_I9VZG6
contig_1	cds	4858790	4859260	+	IMCPIC_04165	214.0	3.5e-70	0.994	0.812	0.671	UniRef:UniRef50_U6REF7
contig_1	cds	4859317	4860612	+	IMCPIC_04166	623.0	5.0e-223	0.995	0.962	0.762	UniRef:UniRef50_I9H1X7
contig_1	cds	4860783	4862357	+	IMCPIC_04167	-	-	-	-	-	-
contig_1	cds	4862311	4863354	+	IMCPIC_04168	-	-	-	-	-	-
contig_1	cds	4863584	4864807	-	IMCPIC_04169	512.0	4.4e-180	0.931	0.929	0.652	UniRef:UniRef50_B3C5Q6
contig_1	cds	4864804	4866894	-	IMCPIC_04170	909.0	0.0	0.971	0.939	0.648	UniRef:UniRef50_Q5LIC7
contig_1	cds	4866951	4868486	-	IMCPIC_04171	723.0	2.9e-259	1.033	0.958	0.633	UniRef:UniRef50_A0A7V4IE12
contig_1	cds	4868517	4869428	-	IMCPIC_04172	405.0	7.2e-141	0.937	0.828	0.676	UniRef:UniRef50_A0A0P0M0P9
contig_1	cds	4869449	4870660	-	IMCPIC_04173	519.0	7.4e-183	0.921	0.883	0.655	UniRef:UniRef50_A0A0P0EQJ8
contig_1	cds	4870664	4872571	-	IMCPIC_04174	823.0	1.4e-294	0.994	0.893	0.621	UniRef:UniRef50_Q89ZG7
contig_1	cds	4872922	4874769	-	IMCPIC_04175	1260.0	0.0	1.0	1.0	0.993	UniRef:UniRef50_U6RAI1
contig_1	cds	4874787	4878140	-	IMCPIC_04176	1139.0	0.0	0.982	0.927	0.520	UniRef:UniRef50_F7LK54
contig_1	cds	4878504	4880153	+	IMCPIC_04177	-	-	-	-	-	-
contig_1	cds	4880229	4882667	-	IMCPIC_04178	1558.0	0.0	1.0	0.983	0.991	UniRef:UniRef50_A0A0E2AVC4
contig_1	cds	4882807	4883550	-	IMCPIC_04179	451.0	5.8e-161	1.0	0.961	0.870	UniRef:UniRef50_U2C5R9
contig_1	cds	4883551	4884906	-	IMCPIC_04180	561.0	1.5e-197	1.016	0.935	0.585	UniRef:UniRef50_R9IBV5
contig_1	cds	4885067	4887367	-	IMCPIC_04181	1184.0	0.0	1.103	0.995	0.720	UniRef:UniRef50_A0A380Z8S8
contig_1	cds	4887494	4889014	-	IMCPIC_04182	642.0	1.2e-227	1.002	0.944	0.633	UniRef:UniRef50_F8WYU5
contig_1	cds	4889026	4892076	-	IMCPIC_04183	1045.0	0.0	1.007	0.980	0.517	UniRef:UniRef50_A0A0M4G9K1
contig_1	cds	4892212	4892310	+	IMCPIC_04184	-	-	-	-	-	-
contig_1	cds	4892630	4892992	+	IMCPIC_04185	113.0	1.2e-31	0.925	0.847	0.532	UniRef:UniRef50_A0AA37JU03
contig_1	cds	4892989	4893933	+	IMCPIC_04186	372.0	7.1e-128	1.016	1.009	0.608	UniRef:UniRef50_I8W9Y7
contig_1	cds	4893975	4894832	-	IMCPIC_04187	486.0	8.8e-174	1.0	0.979	0.832	UniRef:UniRef50_A0A414MDI6
contig_1	cds	4894835	4898557	-	IMCPIC_04188	-	-	-	-	-	-
contig_1	cds	4899504	4899794	-	IMCPIC_04189	109.0	8.3e-31	1.0	0.889	0.563	UniRef:UniRef50_Q3AQT1
contig_1	cds	4899776	4900147	-	IMCPIC_04190	132.0	3.4e-39	0.894	0.846	0.564	UniRef:UniRef50_H1XZE4
contig_1	cds	4900168	4900356	+	IMCPIC_04191	-	-	-	-	-	-
contig_1	cds	4900461	4900733	+	IMCPIC_04192	145.0	3.8e-45	1.011	1.0	0.780	UniRef:UniRef50_A0A0I9RP10
